Iridium, choker, Starlet, Tall, Slim, Diamond-Shaped Face, Olive Skin, Chestnut Hair, blue Eyes, Short Nose, Pouty Lips, Sharp Chin, Long Hair, Thick Hair, Straight Bob with Layers, augmented breasts, Threader earrings, red, velvet lipstick, Lavender Lace Bra and Panty Set 
Iridium, chain necklace, Sensation, Average Height, in shape, Oval Face, Dark Skin, White Hair, black Eyes, [[Curved Nose]], Thin Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Donut Bun, firm breasts, Clip-on earrings, rose, sheer lipstick, Black Cutout Bodysuit with Zipper
Osmium, flower brooch, Heiress, Average Height, Athletic, Square Face, Tan Skin, Red Hair, aquamarine Eyes, [[Curved Nose]], Thin Lips, Receding Chin, Long Hair, Wavy Hair, Sleek Waves, natural breasts, Hoop earrings, cream, sheer lipstick, Silver Silk Bra and Panty Set with Garter Belt
Rhenium, bracelet, Femme fatale, Tall, Fit, Diamond-Shaped Face, Olive Skin, Blonde Hair, purple Eyes, Straight Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Side-Swept Bangs, soft breasts, Hoop earrings, soft pink, metallic lipstick, Olive Green Mesh Garter Belt with Stockings
Gallium, flower brooch, Enchantress, Average Height, in shape, Round Face, Olive Skin, Blonde Hair, gold Eyes, [[Curved Nose]], Thin Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Tapered Afro, perky breasts, Threader earrings, coral, satin lipstick, Black Cutout Bodysuit with Zipper
Palladium, necklace, Lady, Average Height, Skinny, Diamond-Shaped Face, Dark Skin, Black Hair, blue Eyes, Long Nose, Thin Lips, Prominent Chin, Long Hair, Curly Hair, Middle Part Bangs, soft breasts, Faux gauge earrings, magenta, stain lipstick, Gold Mesh Bra and Panty Set with Garter Belt
Tantalum, tassel necklace, Baroness, Short, Fit, Round Face, Fair Skin, Red Hair, Sapphire Eyes, Straight Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Triple Braided Crown, firm breasts, Stud earrings, brown, metallic lipstick, Charcoal Sheer Bra and Panty Set
Germanium, pearl necklace, Female Viking, Short, Fit, Heart-Shaped Face, Dark Skin, White Hair, Green Eyes, Short Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Curly Hair, Middle Part Bangs, soft breasts, Clip-on earrings, golden, stain lipstick, White Sheer Teddy with Lace Trim
Indium, bracelet, Vixen, Average Height, Lean, Oval Face, Olive Skin, Silver Hair, teal Eyes, Straight Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Lace Braid, perky breasts, Drop earrings, violet, gloss lipstick, Green Satin Robe with Lace Trim
Palladium, statement necklace, Woman, Tall, Skinny, Oval Face, Fair Skin, Dark Brown Hair, coral Eyes, Short Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Shaggy Cut, asymmetrical breasts, Threader earrings, golden, velvet lipstick, Red Satin Babydoll
Tantalum, slave bracelet, Madame, Average Height, Toned, Round Face, Tan Skin, Platinum Blonde Hair, jade Eyes, Short Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Chignon, saggy breasts, Cuff earrings, rust, satin lipstick, Silver Sequin Bralette
Beryllium, brooch, Starlet, Tall, Slim, Round Face, Dark Skin, Auburn Hair, amethyst Eyes, [[Curved Nose]], Full Lips, Round Chin, Long Hair, Curly Hair, High Chignon, full breasts, Clip-on earrings, beige, satin lipstick, Brown Strappy Bodysuit
Iridium, statement necklace, Diva, Tall, in shape, Oval Face, Olive Skin, Brunette Hair, Blue Eyes, Long Nose, Thin Lips, Prominent Chin, Long Hair, Fine Hair, Angled Bob, full breasts, Cuff earrings, gloss, sheer lipstick, Red Mesh Chemise with Strappy Back Detail
Gallium, bib necklace, Starlet, Tall, Skinny, Square Face, Dark Skin, Golden Blonde Hair, green Eyes, Wide Nose, Full Lips, Sharp Chin, Long Hair, Coarse Hair, Messy Beach Waves, large breasts, Cuff earrings, magenta, matte lipstick, Blue Satin and Lace Cami and Short Set
Beryllium, necklace, Artist, Tall, Athletic, Round Face, Olive Skin, Platinum Blonde Hair, Hazel Eyes, [[Curved Nose]], Thin Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Bob with Bangs, perky breasts, Threader earrings, peach, stain lipstick, Gold Mesh Bra and Panty Set with Garter Belt
Iridium, multi-strand necklace, Maven, Tall, Lean, Round Face, Tan Skin, Platinum Blonde Hair, Green Eyes, Long Nose, Pouty Lips, Receding Chin, Long Hair, Coarse Hair, Donut Bun, augmented breasts, Huggie earrings, green, stain lipstick, Purple Velvet Robe with Fur Trim 
Beryllium, animal brooch, Sensation, Average Height, Wide Hips, Round Face, Tan Skin, Chestnut Hair, blue Eyes, [[Curved Nose]], Full Lips, Receding Chin, Long Hair, Thick Hair, Side-Swept Bangs, round breasts, Threader earrings, golden, stain lipstick, Mint Green Mesh Teddy 
Beryllium, brooch pin, Madam, Average Height, Firm, Heart-Shaped Face, Olive Skin, Honey Blonde Hair, black Eyes, Wide Nose, Full Lips, Prominent Chin, Long Hair, Curly Hair, Fluffy Afro, augmented breasts, Threader earrings, pink, velvet lipstick, Grey Faux Leather Corset 
Cadmium, pearl necklace, Lady, Average Height, in shape, Round Face, Tan Skin, Auburn Hair, Blue Eyes with Green Flecks, Narrow Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Wavy Hair, Fauxhawk, asymmetrical breasts, Stud earrings, light pink, matte lipstick, Ivory Lace Teddy
Beryllium, chain bracelet, Maven, Tall, Fit, Round Face, Tan Skin, Silver Hair, ice blue Eyes, Wide Nose, Thin Lips, Sharp Chin, Long Hair, Coarse Hair, Rope Braid, full breasts, Faux gauge earrings, violet, matte lipstick, Purple Velvet Slip with Lace Trim
Platinum, necklace, Artist, Tall, Athletic, Diamond-Shaped Face, Fair Skin, Dark Brown Hair, yellow Eyes, Straight Nose, Thin Lips, Prominent Chin, Long Hair, Coarse Hair, Four-Strand Braid, perky breasts, Threader earrings, rose, velvet lipstick, Purple Velvet Bra and Panty Set with Lace Trim
Ruthenium, multi-strand necklace, Seductress, Short, Firm, Round Face, Olive Skin, Platinum Blonde Hair, dark brown Eyes, Narrow Nose, Thick Lips, Prominent Chin, Long Hair, Thick Hair, Sleek Bun, round breasts, Hoop earrings, shimmer, gloss lipstick, Green Satin and Lace Garter Belt with Matching Thong
Gold, bangle bracelet, Vixen, Short, Toned, Triangular Face, Olive Skin, Red Hair, Brown Eyes with Green Flecks, Straight Nose, Pouty Lips, Receding Chin, Long Hair, Thick Hair, Tousled Waves, perky breasts, Cuff earrings, mauve, satin lipstick, Orange Satin Slip
Radium, multi-strand necklace, Femme fatale, Average Height, Toned, Triangular Face, Dark Skin, Honey Blonde Hair, ice blue Eyes, Narrow Nose, Thick Lips, Prominent Chin, Long Hair, Straight Hair, Donut Bun, full breasts, Faux gauge earrings, peach, matte lipstick, Purple Velvet Robe with Fur Trim 
Beryllium, ankle cuff, Mistress, Short, Thin, Triangular Face, Fair Skin, Dark Brown Hair, blue Eyes, Narrow Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Coarse Hair, French Braid, asymmetrical breasts, Faux gauge earrings, terracotta, metallic lipstick, Black Lace Bustier
Platinum, brooch pin, Enigma, Tall, Toned, Round Face, Fair Skin, Platinum Blonde Hair, Brown Eyes with Green Flecks, Narrow Nose, Full Lips, Sharp Chin, Long Hair, Thick Hair, Twisted Bun, firm breasts, Threader earrings, plum, matte lipstick, Purple Velvet Robe with Fur Trim 
Gold, chain bracelet, Temptress, Tall, Wide Hips, Heart-Shaped Face, Fair Skin, Silver Hair, Amber Eyes, [[Curved Nose]], Thin Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Braided Updo, firm breasts, Faux gauge earrings, brown, cream lipstick, Yellow Lace Halter Bralette and Thong Set
Rhenium, beaded necklace, Baroness, Short, Firm, Triangular Face, Tan Skin, Strawberry Blonde Hair, jade Eyes, Wide Nose, Pouty Lips, Receding Chin, Long Hair, Coarse Hair, Low Updo, large breasts, Stud earrings, mauve, velvet lipstick, Plum Satin and Lace Bustier 
Osmium, toe ring, Maven, Tall, Skinny, Triangular Face, Dark Skin, Light Brown Hair, silver Eyes, Narrow Nose, Thick Lips, Receding Chin, Long Hair, Coarse Hair, Middle Part Bangs, round breasts, Drop earrings, orange, satin lipstick, Blue Strappy Bodysuit with Cutouts
Tantalum, cocktail brooch, Phenom, Average Height, Narrow Hips, Triangular Face, Tan Skin, Chestnut Hair, aquamarine Eyes, Narrow Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Bangs with Highlights, round breasts, Huggie earrings, terracotta, satin lipstick, Red Lace Bra and Panty Set with Garter Belt
Rhenium, cocktail ring, Superwoman, Tall, Toned, Oval Face, Olive Skin, Light Brown Hair, black Eyes, Short Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Waterfall Braid, asymmetrical breasts, Faux gauge earrings, cream, sheer lipstick, White Lace Bralette and Boyshorts Set
Cadmium, ankle bracelet, Madame, Short, Athletic, Oval Face, Olive Skin, Black Hair, pink Eyes, Short Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Bob with Bangs, perky breasts, Clip-on earrings, gloss, satin lipstick, Black Mesh Bodysuit with Embroidered Flowers
Platinum, choker, Chanteuse, Short, Slim, Round Face, Olive Skin, White Hair, aquamarine Eyes, Straight Nose, Pouty Lips, Prominent Chin, Long Hair, Coarse Hair, Fluffy Afro, large breasts, Stud earrings, cherry, gloss lipstick, Green Silk Bralette and Panty Set
Germanium, watch bracelet, Luminary, Average Height, Thin, Round Face, Tan Skin, Blonde Hair, Hazel Eyes, Wide Nose, Pouty Lips, Receding Chin, Long Hair, Coarse Hair, Blunt Cut Bangs, asymmetrical breasts, Cuff earrings, pink, stain lipstick, Black Leather Bralette and Panty Set
Rhodium, multi-strand necklace, Queen, Average Height, Wide Hips, Triangular Face, Tan Skin, Dark Brown Hair, dark brown Eyes, Wide Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Thick Hair, Long Curled Updo, asymmetrical breasts, Stud earrings, brown, metallic lipstick, Teal Velvet Chemise with Ruffles 
Platinum, bracelet, Enchantress, Average Height, Thin, Triangular Face, Tan Skin, Chestnut Hair, blue Eyes, Long Nose, Pouty Lips, Prominent Chin, Long Hair, Coarse Hair, Side French Braid, saggy breasts, Dangle earrings, hot pink, sheer lipstick, Charcoal Sheer Bra and Panty Set
Iridium, bib necklace, Madame, Average Height, Slim, Square Face, Dark Skin, Auburn Hair, grey-blue Eyes, Narrow Nose, Pouty Lips, Receding Chin, Long Hair, Fine Hair, Double Braided Crown, asymmetrical breasts, Cuff earrings, grape, matte lipstick, Tan Faux Leather Slip Dress
Rhenium, chain bracelet, Charmer, Short, Narrow Hips, Square Face, Dark Skin, Golden Blonde Hair, amber Eyes, [[Curved Nose]], Thin Lips, Round Chin, Long Hair, Straight Hair, Bangs with Highlights, large breasts, Clip-on earrings, orange, gloss lipstick, Pink Floral Corset
Germanium, tennis bracelet, Phenom, Average Height, in shape, Round Face, Dark Skin, Silver Hair, brown Eyes, [[Curved Nose]], Full Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Straight Bob, small breasts, Dangle earrings, shimmer, sheer lipstick, Charcoal Sheer Bra and Panty Set
Palladium, choker, Temptress, Average Height, Narrow Hips, Square Face, Dark Skin, Chestnut Hair, brown Eyes, [[Curved Nose]], Thin Lips, Receding Chin, Long Hair, Fine Hair, Viking Braid, asymmetrical breasts, Clip-on earrings, red, cream lipstick, Fuchsia Mesh Halter Bra and Panty Set
Silver, pendant, Babe, Short, Narrow Hips, Square Face, Dark Skin, White Hair, Blue Eyes with Green Flecks, Straight Nose, Thick Lips, Round Chin, Long Hair, Wavy Hair, Fauxhawk, firm breasts, Faux gauge earrings, burgundy, satin lipstick, Pink Floral Corset
Germanium, beaded necklace, Luminary, Short, Wide Hips, Triangular Face, Olive Skin, Red Hair, Hazel Eyes, Long Nose, Thick Lips, Round Chin, Long Hair, Coarse Hair, Messy Bun, perky breasts, Huggie earrings, hot pink, stain lipstick, Crimson Velvet Cami and Short Set 
Cadmium, toggle bracelet, Female Warrior, Short, Firm, Square Face, Dark Skin, Brunette Hair, silver Eyes, Straight Nose, Thin Lips, Receding Chin, Long Hair, Coarse Hair, Side-Swept Bangs, natural breasts, Stud earrings, magenta, stain lipstick, Fuchsia Mesh Halter Bra and Panty Set
Gold, pendant, Seductress, Tall, in shape, Oval Face, Fair Skin, Gray Hair, Blue Eyes with Green Flecks, [[Curved Nose]], Thin Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Middle Part Bangs, perky breasts, Drop earrings, brown, metallic lipstick, Yellow Lace Halter Bralette and Thong Set
Germanium, chain bracelet, Gal, Short, Thin, Triangular Face, Tan Skin, Silver Hair, turquoise Eyes, Short Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Short Afro, full breasts, Hoop earrings, violet, sheer lipstick, Cream Sequin Bra and Pant Set
Rhodium, multi-strand necklace, Madame, Average Height, Narrow Hips, Diamond-Shaped Face, Dark Skin, White Hair, Blue Eyes, Narrow Nose, Thick Lips, Prominent Chin, Long Hair, Wavy Hair, Shoulder-Length Curls, round breasts, Hoop earrings, peach, sheer lipstick, Yellow Lace Halter Bralette and Thong Set
Gallium, statement necklace, Phenom, Short, Thin, Round Face, Fair Skin, Platinum Blonde Hair, hazel Eyes, [[Curved Nose]], Thin Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Blunt Cut Bangs, firm breasts, Drop earrings, peach, metallic lipstick, Pink Lace Chemise with Ruffle Details
Ruthenium, choker, Baroness, Average Height, Narrow Hips, Heart-Shaped Face, Tan Skin, Gray Hair, Hazel Eyes, Short Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Twisted Bun, soft breasts, Drop earrings, rose, cream lipstick, Black Sheer Teddy with Floral Applique
Rhodium, ankle strap, Luminary, Average Height, in shape, Oval Face, Olive Skin, Light Brown Hair, jade Eyes, Straight Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Straight Bob, firm breasts, Threader earrings, pink, stain lipstick, Pink Floral Corset
Gallium, bracelet, Vixen, Tall, Toned, Triangular Face, Tan Skin, White Hair, jade Eyes, Long Nose, Pouty Lips, Round Chin, Long Hair, Curly Hair, French Twist, saggy breasts, Dangle earrings, shimmer, stain lipstick, Purple Velvet Robe with Fur Trim 
Ruthenium, necklace, Heiress, Tall, Narrow Hips, Round Face, Dark Skin, Auburn Hair, peach Eyes, Narrow Nose, Thin Lips, Sharp Chin, Long Hair, Thick Hair, Top Knot, soft breasts, Huggie earrings, terracotta, cream lipstick, Navy Blue Satin Garter Belt with Suspenders 
Cadmium, cocktail ring, Artist, Tall, Wide Hips, Diamond-Shaped Face, Fair Skin, Strawberry Blonde Hair, yellow Eyes, Straight Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, Updo, small breasts, Clip-on earrings, cherry, gloss lipstick, Silver Sequin Bralette
Germanium, brooch, Maven, Average Height, Skinny, Triangular Face, Tan Skin, Blonde Hair, gold Eyes, Wide Nose, Pouty Lips, Round Chin, Long Hair, Straight Hair, Double Braided Crown, saggy breasts, Clip-on earrings, hot pink, matte lipstick, Silver Sequin Bralette
Radium, charm bracelet, Belle, Tall, Narrow Hips, Heart-Shaped Face, Fair Skin, Brunette Hair, amber Eyes, Wide Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Long Curly Hair, natural breasts, Huggie earrings, nude, stain lipstick, Black Lace Bustier
Iridium, animal brooch, Starlet, Tall, Slim, Heart-Shaped Face, Tan Skin, White Hair, Brown Eyes with Green Flecks, [[Curved Nose]], Full Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Double Braided Crown, full breasts, Drop earrings, green, satin lipstick, Lavender Lace Bra and Panty Set 
Silver, bangle bracelet, Goddess, Short, Narrow Hips, Oval Face, Fair Skin, Gray Hair, dark brown Eyes, [[Curved Nose]], Thin Lips, Prominent Chin, Long Hair, Straight Hair, Wavy Bob, natural breasts, Threader earrings, lavender, velvet lipstick, Purple Mesh Babydoll with Matching G-String
Iridium, cocktail brooch, Temptress, Short, Athletic, Heart-Shaped Face, Dark Skin, Auburn Hair, coral Eyes, Long Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Fishtail Crown Braid, natural breasts, Huggie earrings, plum, satin lipstick, Red Mesh Chemise with Strappy Back Detail
Iridium, friendship bracelet, Temptress, Short, Wide Hips, Diamond-Shaped Face, Olive Skin, Golden Blonde Hair, purple Eyes, [[Curved Nose]], Pouty Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Afro, augmented breasts, Hoop earrings, shimmer, cream lipstick, Blue Satin and Lace Cami and Short Set
Cadmium, cuff bracelet, Heiress, Short, Narrow Hips, Round Face, Olive Skin, Silver Hair, red Eyes, Long Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Thick Hair, Rope Braid, firm breasts, Drop earrings, cherry, stain lipstick, Black Sheer Teddy with Floral Applique
Beryllium, toe ring, Queen, Short, Slim, Diamond-Shaped Face, Fair Skin, Auburn Hair, brown Eyes, Wide Nose, Full Lips, Receding Chin, Long Hair, Coarse Hair, Dutch Braid, firm breasts, Threader earrings, berry, sheer lipstick, Silver Sequin Bralette
Gold, watch bracelet, Escort, Short, Fit, Square Face, Dark Skin, Dark Brown Hair, dark brown Eyes, Wide Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Wavy Hair, Low Messy Bun, round breasts, Drop earrings, lavender, matte lipstick, Maroon Satin and Lace Corset 
Palladium, ankle strap, Dame, Tall, Slim, Diamond-Shaped Face, Fair Skin, Auburn Hair, Hazel Eyes, Wide Nose, Thick Lips, Sharp Chin, Long Hair, Fine Hair, Fishbone Braid, saggy breasts, Stud earrings, cherry, gloss lipstick, Red Mesh Chemise with Strappy Back Detail
Cadmium, bracelet, Songstress, Tall, Athletic, Heart-Shaped Face, Fair Skin, Auburn Hair, grey-blue Eyes, Short Nose, Full Lips, Sharp Chin, Long Hair, Curly Hair, Wedding Updo, natural breasts, Clip-on earrings, orange, satin lipstick, Purple Mesh Babydoll with Matching G-String
Silver, ankle cuff, Enchantress, Short, Athletic, Square Face, Dark Skin, Blonde Hair, light blue Eyes, Long Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Double Braided Crown, natural breasts, Clip-on earrings, teal, cream lipstick, White Satin and Lace Bra and Panty Set
Gallium, ankle strap, Phenom, Short, Narrow Hips, Heart-Shaped Face, Olive Skin, Gray Hair, pink Eyes, Short Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Frohawk, asymmetrical breasts, Clip-on earrings, berry, velvet lipstick, Tan Faux Leather Slip Dress
Germanium, animal brooch, Artist, Average Height, Firm, Oval Face, Olive Skin, Blonde Hair, Hazel Eyes with Green Flecks, Short Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Loose Curls, augmented breasts, Clip-on earrings, mauve, gloss lipstick, Grey Faux Leather Corset 
Ruthenium, chain necklace, Lady, Average Height, Lean, Oval Face, Fair Skin, Light Brown Hair, coral Eyes, Straight Nose, Pouty Lips, Round Chin, Long Hair, Straight Hair, Angled Bob, natural breasts, Clip-on earrings, green, gloss lipstick, Black Mesh Bodysuit with Embroidered Flowers
Platinum, animal brooch, Madame, Average Height, Athletic, Triangular Face, Fair Skin, Honey Blonde Hair, ruby Eyes, Wide Nose, Thin Lips, Receding Chin, Long Hair, Curly Hair, Afro, large breasts, Hoop earrings, coral, metallic lipstick, Pink Floral Corset
